35858,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Khan Shaib Budgam,Kmr. (Id: C-21447)",Affiliated College,Jammu and Kashmir,budgam
35859,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College,Killam Kulgam,Kmr (Id: C-21449)",Affiliated College,Jammu and Kashmir,Kulgam
35860,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Kokernag, Kashmir (Id: C-21431)",Affiliated College,Jammu and Kashmir,Anantnag
35861,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Kulgam, Kashmir (Id: C-21414)",Affiliated College,Jammu and Kashmir,Kulgam
35862,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Kupwara, Kashmir (Id: C-21410)",Affiliated College,Jammu and Kashmir,Kupwara
35863,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Pattan, Kashmir (Id: C-21443)",Affiliated College,Jammu and Kashmir,Baramula
35864,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Pulwama, Kashmir (Id: C-21446)",Affiliated College,Jammu and Kashmir,Pulwama
35865,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Shopian, Kashmir (Id: C-21420)",Affiliated College,Jammu and Kashmir,Shupiyan
35866,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Sogam Kupwara, Kashmir (Id: C-21442)",Affiliated College,Jammu and Kashmir,Kupwara
35867,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Tangdar Kupwara, Kashmir (Id: C-21424)",Affiliated College,Jammu and Kashmir,Kupwara
35868,"University of Kashmir, Srinagar (Id: U-0196)","Govt. Degree College Tral, Kashmir (Id: C-21438)",Affiliated College,Jammu and Kashmir,Pulwama
